127.0.0.1 - - [08/Jul/2016:11:04:26 +0800] "GET / HTTP/1.1" 404 994
127.0.0.1 - - [08/Jul/2016:11:04:46 +0800] "GET /cbwm-web/storage/storage_receipt/view HTTP/1.1" 404 1068
127.0.0.1 - - [08/Jul/2016:11:04:46 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
127.0.0.1 - - [08/Jul/2016:11:04:55 +0800] "GET /syhz-web/recipient/add/view HTTP/1.1" 200 10656
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/datatables-master/amazeui.datatables.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/amaze/css/amazeui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/jquery/jquery-1.10.0.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/amaze/css/app.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/amaze/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/datatables-master/amazeui.datatables.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/Validform/Validform_v5.3.2.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/amaze/js/amazeui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/My97DatePicker/WdatePicker.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/Validform/Validform_Datatype.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/lib/jquery/jquery.form.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/app/recipient/add.js HTTP/1.1" 200 1124
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/app/inc/modal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/app/inc/header.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:57 +0800] "GET /syhz-web/js/app/inc/nav.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Jul/2016:11:04:58 +0800] "GET /syhz-web/js/lib/My97DatePicker/skin/WdatePicker.css HTTP/1.1" 304 -
